job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,skills,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,benefits,description_snippet,source,date_posted,days_since_posted,growth_trend,company_size_tier,scraped_at
3a931e35-a0a,Business Intelligence Developer,Business Intelligence Developer,Mid Level,JPMorgan Chase,Enterprise,E-commerce,"Miami, FL",Remote,True,,,135000,Python|Looker|SQL|Snowflake|BigQuery|DAX|Data Modeling,7,4,7,PhD Preferred,Yes,401k Match|Learning Budget|Parental Leave|Mental Health Benefits,"We are looking for a Mid Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Snowflake, BigQuery, DAX. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-07,15,declining,Enterprise,2026-03-22T19:50:30
0da9e07c-d39,Data Analyst,Data Analyst,Mid Level,Databricks,Scale-up,Cybersecurity,"Austin, TX",Hybrid,False,,,120000,SQL|Excel|Redshift|Power BI|Git,5,3,5,Bachelor's Degree,Yes,Remote Work Stipend|Health Insurance|Stock Options / RSUs|Gym Membership|Learning Budget,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Excel, Redshift, Power BI, Git. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-01,21,stable,Scale-up,2026-03-22T19:50:30
199990d4-644,Entry Level Machine Learning Engineer,Machine Learning Engineer,Entry Level,JPMorgan Chase,Enterprise,Gaming,"Seattle, WA",Remote,True,181000,240000,200000,AWS SageMaker|MLflow|GCP Vertex AI|TensorFlow|scikit-learn|Ray|Kubernetes|Git|Python,9,0,3,Bachelor's Degree,Possible,Mental Health Benefits|Unlimited PTO|401k Match|Parental Leave|Learning Budget|Gym Membership|Stock Options / RSUs,"We are looking for a Entry Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS SageMaker, MLflow, GCP Vertex AI, TensorFlow, scikit-learn, Ray. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-17,5,very_high,Enterprise,2026-03-22T19:50:30
658799df-292,Senior Data Scientist,Data Scientist,Senior,Microsoft,FAANG+,E-commerce,"Chicago, IL",On-site,False,308000,400000,350000,SQL|scikit-learn|Statistics|Snowflake|A/B Testing|R|Python,7,9,12,Bachelor's Degree,No,Free Meals|Learning Budget|Stock Options / RSUs|401k Match,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, scikit-learn, Statistics, Snowflake, A/B Testing, R. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-02,48,stable,FAANG+,2026-03-22T19:50:30
ecd10209-e30,Senior Data Analyst,Data Analyst,Senior,DeepMind,FAANG+,Gaming,"Los Angeles, CA",On-site,False,238000,293000,270000,Excel|Tableau|Redshift|Power BI|Google Sheets|Python,6,7,8,PhD Preferred,No,Health Insurance|Mental Health Benefits|Unlimited PTO|Gym Membership|Free Meals|Parental Leave,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Excel, Tableau, Redshift, Power BI, Google Sheets, Python. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-18,4,stable,FAANG+,2026-03-22T19:50:30
5e688ef3-c7e,Entry Level Data Analyst,Data Analyst,Entry Level,StreamBase,Startup,AI/ML Platform,"New York, NY",Remote,True,,,50000,SQL|Tableau|Google Sheets|dbt|Python,5,1,4,Bachelor's Degree,Yes,Gym Membership|Learning Budget|Mental Health Benefits,"We are looking for a Entry Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Tableau, Google Sheets, dbt, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2025-09-24,179,stable,Startup,2026-03-22T19:50:30
acae2962-99f,Business Intelligence Developer,Business Intelligence Developer,Mid Level,OpenAI,FAANG+,SaaS/Cloud,"Boston, MA",Remote,True,179000,223000,190000,Python|Looker|SQL|Snowflake|Tableau|Power BI|BigQuery|DAX|Data Modeling,9,3,4,No Degree Required,No,Mental Health Benefits|Health Insurance|Gym Membership|Remote Work Stipend,"We are looking for a Mid Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Snowflake, Tableau, Power BI. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-16,6,declining,FAANG+,2026-03-22T19:50:30
36f3d766-5ab,Staff/Lead Data Scientist,Data Scientist,Staff/Lead,VectorSearch Co,Startup,Media/Streaming,"New York, NY",Hybrid,False,,,245000,SQL|scikit-learn|Statistics|Jupyter|R,5,9,12,Master's Preferred,Yes,Health Insurance|Stock Options / RSUs|Parental Leave|Free Meals|Remote Work Stipend|Unlimited PTO,"We are looking for a Staff/Lead Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, scikit-learn, Statistics, Jupyter, R. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-10,12,stable,Startup,2026-03-22T19:50:30
572699aa-283,Entry Level Data Engineer,Data Engineer,Entry Level,Microsoft,FAANG+,E-commerce,"Washington, DC",Remote,True,171000,228000,190000,Azure|SQL|Airflow|Spark|Git|Kafka|dbt|Python,8,2,5,Bachelor's Degree,No,Mental Health Benefits|Unlimited PTO|Stock Options / RSUs|401k Match|Remote Work Stipend|Parental Leave,"We are looking for a Entry Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, SQL, Airflow, Spark, Git, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-07,15,high,FAANG+,2026-03-22T19:50:30
2f24889f-09a,Senior Data Engineer,Data Engineer,Senior,OpenAI,FAANG+,SaaS/Cloud,"Seattle, WA",Hybrid,False,,,245000,Docker|Terraform|SQL|GCP|Spark|Git|Kafka|dbt|Python,9,9,12,No Degree Required,Possible,Health Insurance|Unlimited PTO|Stock Options / RSUs|Free Meals|401k Match|Parental Leave,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, Terraform, SQL, GCP, Spark, Git. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2025-12-22,90,high,FAANG+,2026-03-22T19:50:30
4cea580e-79b,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Anthropic,FAANG+,Cybersecurity,"Chicago, IL",On-site,False,237000,294000,260000,Docker|MLflow|GCP Vertex AI|TensorFlow|Azure ML|Kubernetes,6,4,6,Bachelor's Degree,Yes,Gym Membership|Remote Work Stipend|401k Match|Parental Leave|Stock Options / RSUs,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, MLflow, GCP Vertex AI, TensorFlow, Azure ML, Kubernetes. This is a On-site position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-01,49,very_high,FAANG+,2026-03-22T19:50:30
662627df-c67,Senior Business Intelligence Developer,Business Intelligence Developer,Senior,Confluent,Scale-up,Media/Streaming,"Atlanta, GA",Remote,True,,,140000,Looker|Excel|Snowflake|Tableau|Redshift|DAX|Data Modeling,7,8,11,Master's Preferred,Yes,Unlimited PTO|Learning Budget|Stock Options / RSUs,"We are looking for a Senior Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Excel, Snowflake, Tableau, Redshift, DAX. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-15,7,declining,Scale-up,2026-03-22T19:50:30
51f1c7f6-04f,Staff/Lead Data Engineer,Data Engineer,Staff/Lead,Oracle,Enterprise,Healthcare/BioTech,"New York, NY",Hybrid,False,,,205000,AWS|Airflow|Snowflake|Kafka|dbt|Python,6,10,12,Bachelor's Degree,No,Mental Health Benefits|Learning Budget|Stock Options / RSUs|Gym Membership|Free Meals|Health Insurance,"We are looking for a Staff/Lead Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Airflow, Snowflake, Kafka, dbt, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-06,16,high,Enterprise,2026-03-22T19:50:30
b8ffe839-b23,Senior Data Scientist,Data Scientist,Senior,Wells Fargo,Enterprise,AdTech/MarTech,"Washington, DC",Remote,True,245000,295000,275000,GCP|scikit-learn|Statistics|Snowflake|A/B Testing|R,6,7,8,PhD Preferred,Yes,401k Match|Stock Options / RSUs|Unlimited PTO|Mental Health Benefits|Free Meals|Gym Membership,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in GCP, scikit-learn, Statistics, Snowflake, A/B Testing, R. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-14,8,stable,Enterprise,2026-03-22T19:50:30
cd4d1b69-358,Senior Data Engineer,Data Engineer,Senior,Databricks,Scale-up,Media/Streaming,"Washington, DC",Hybrid,False,189000,229000,205000,Airflow|GCP|Spark|Snowflake|Git|Python,6,8,10,Master's Preferred,No,Remote Work Stipend|Unlimited PTO|401k Match|Health Insurance|Learning Budget|Free Meals,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Airflow, GCP, Spark, Snowflake, Git, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-21,29,high,Scale-up,2026-03-22T19:50:30
14598ba9-98b,Principal Data Analyst,Data Analyst,Principal,ModelOps,Startup,Media/Streaming,"Washington, DC",Remote,True,,,180000,Looker|Excel|Tableau|Power BI|BigQuery|Snowflake|dbt|Python,8,11,14,Bachelor's Degree,No,Parental Leave|Remote Work Stipend|401k Match|Free Meals|Learning Budget|Unlimited PTO|Gym Membership,"We are looking for a Principal Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Excel, Tableau, Power BI, BigQuery, Snowflake. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-01-27,54,stable,Startup,2026-03-22T19:50:30
8ec041dc-ab7,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,SAP,Enterprise,EdTech,"Chicago, IL",Remote,True,185000,212000,195000,AWS SageMaker|Docker|MLflow|PyTorch|TensorFlow|scikit-learn|Ray|Kubernetes|Databricks|Python,10,5,6,No Degree Required,Possible,Remote Work Stipend|Parental Leave|Health Insurance,"We are looking for a Senior Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS SageMaker, Docker, MLflow, PyTorch, TensorFlow, scikit-learn. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-02-23,27,very_high,Enterprise,2026-03-22T19:50:30
875d4749-eb8,Data Analyst,Data Analyst,Mid Level,Deloitte,Enterprise,Healthcare/BioTech,"Boston, MA",Remote,True,85000,114000,95000,Looker|Excel|Tableau|Redshift|Power BI|Snowflake|Python,7,5,6,Bachelor's Degree,No,Learning Budget|Remote Work Stipend|401k Match|Free Meals,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Excel, Tableau, Redshift, Power BI, Snowflake. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-09,13,stable,Enterprise,2026-03-22T19:50:30
e19b731d-b3b,Data Scientist,Data Scientist,Mid Level,UnitedHealth,Enterprise,AI/ML Platform,"Austin, TX",On-site,False,115000,140000,130000,SQL|Airflow|Jupyter|Git|A/B Testing|R|Python,7,4,7,Bachelor's Degree,No,401k Match|Free Meals|Parental Leave|Mental Health Benefits,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, Jupyter, Git, A/B Testing, R. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-25,25,stable,Enterprise,2026-03-22T19:50:30
b550bd2d-e50,Data Scientist,Data Scientist,Mid Level,Accenture,Enterprise,AI/ML Platform,"San Francisco, CA",On-site,False,,,200000,AWS|SQL|scikit-learn|Statistics|Git|R|Python,7,5,6,PhD Preferred,Yes,Mental Health Benefits|Unlimited PTO|Stock Options / RSUs|Health Insurance,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, scikit-learn, Statistics, Git, R. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-01-22,59,stable,Enterprise,2026-03-22T19:50:30
ed725d9d-2d4,Business Intelligence Developer,Business Intelligence Developer,Mid Level,ModelOps,Startup,Logistics/Supply Chain,"Atlanta, GA",Remote,True,89000,118000,100000,Python|Looker|SQL|Tableau|Redshift|Power BI|BigQuery|DAX|Git|Data Modeling,10,4,5,No Degree Required,Possible,Gym Membership|Stock Options / RSUs|401k Match|Parental Leave,"We are looking for a Mid Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Tableau, Redshift, Power BI. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2025-12-07,105,declining,Startup,2026-03-22T19:50:30
